Vehicle_ID,Global_Time,Local_X,Local_Y,Velocity
2522,1118847712000,52.271,384.644,39.99000000000024
2522,1118847712100,52.356,388.643,39.98999999999967
2522,1118847712200,52.441,392.642,39.99000000000024
2522,1118847712300,52.527,396.641,39.99000000000024
2522,1118847712400,52.613,400.64,39.98999999999967
2522,1118847712500,52.698,404.639,39.99000000000024
2522,1118847712600,52.784,408.638,39.98999999999967
2522,1118847712700,52.869,412.637,39.99000000000024
2522,1118847712800,52.956,416.637,40.0
2522,1118847712900,53.042,420.636,39.99000000000024
2522,1118847713000,53.127,424.635,39.98999999999967
2522,1118847713100,53.212,428.632,39.97000000000014
2522,1118847713200,53.298,432.635,40.02999999999986
2522,1118847713300,53.384,436.651,40.160000000000196
2522,1118847713400,53.47,440.658,40.07000000000005
2522,1118847713500,53.594,444.596,39.37999999999988
2522,1118847713600,53.674,448.412,38.15999999999974
2522,1118847713700,53.715,452.127,37.15000000000032
2522,1118847713800,53.757,455.847,37.199999999999704
2522,1118847713900,53.836,459.677,38.30000000000041
2522,1118847714000,53.961,463.618,39.40999999999974
2522,1118847714100,54.061,467.585,39.669999999999845
2522,1118847714200,54.145,471.485,39.00000000000034
2522,1118847714300,54.229,475.282,37.969999999999686
2522,1118847714400,54.306,478.986,37.04000000000008
2522,1118847714500,54.382,482.601,36.15000000000009
2522,1118847714600,54.443,486.186,35.849999999999795
2522,1118847714700,54.518,489.596,34.10000000000025
2522,1118847714800,54.593,492.876,32.79999999999973
2522,1118847714900,54.712,496.046,31.70000000000016
2522,1118847715000,54.84,499.321,32.75000000000034
2522,1118847715100,54.967,502.75,34.289999999999736
2522,1118847715200,55.094,506.291,35.40999999999997
2522,1118847715300,55.215,509.776,34.850000000000136
2522,1118847715400,55.377,513.282,35.06000000000029
2522,1118847715500,55.454,516.843,35.60999999999922
2522,1118847715600,55.425,520.489,36.46000000000072
2522,1118847715700,55.276,524.23,37.409999999999854
2522,1118847715800,55.01,528.059,38.28999999999951
2522,1118847715900,54.637,531.951,38.92000000000053
2522,1118847716000,54.279,535.874,39.23000000000002
2522,1118847716100,53.921,539.795,39.209999999999354
2522,1118847716200,53.564,543.715,39.20000000000073
2522,1118847716300,53.205,547.634,39.18999999999983
2522,1118847716400,52.831,551.539,39.04999999999973
2522,1118847716500,52.49,555.424,38.84999999999991
2522,1118847716600,52.237,559.287,38.630000000000564
2522,1118847716700,52.079,563.147,38.600000000000136
2522,1118847716800,51.978,567.034,38.869999999999436
2522,1118847716900,51.896,570.977,39.429999999999836
2522,1118847717000,51.848,574.997,40.19999999999982
2522,1118847717100,51.886,579.07,40.73000000000093
2522,1118847717200,51.932,583.143,40.72999999999979
2522,1118847717300,51.907,587.186,40.430000000000064
2522,1118847717400,51.844,591.189,40.02999999999929
2522,1118847717500,51.775,595.169,39.80000000000018
2522,1118847717600,51.714,599.163,39.94000000000028
2522,1118847717700,51.635,603.203,40.399999999999636
2522,1118847717800,51.571,607.319,41.159999999999854
2522,1118847717900,51.504,611.523,42.040000000000646
2522,1118847718000,51.439,615.82,42.970000000000255
2522,1118847718100,51.373,620.245,44.249999999999545
2522,1118847718200,51.319,624.677,44.320000000000164
1838,1118847503700,54.264,42.113,40.0
1838,1118847503800,54.247,45.613,35.0
1838,1118847503900,54.226,49.613,40.0
1838,1118847504000,54.315,53.551,39.380000000000024
1838,1118847504100,53.965,57.324,37.72999999999996
1838,1118847504200,53.604,61.068,37.44
1838,1118847504300,53.207,64.799,37.31000000000009
1838,1118847504400,52.839,68.543,37.44
1838,1118847504500,52.469,72.289,37.45999999999995
1838,1118847504600,52.1,76.044,37.549999999999955
1838,1118847504700,51.731,79.813,37.690000000000055
1838,1118847504800,51.361,83.546,37.33000000000004
1838,1118847504900,51.083,87.018,34.71999999999994
1838,1118847505000,50.822,90.337,33.190000000000026
1838,1118847505100,50.598,93.42,30.829999999999984
1838,1118847505200,50.539,96.455,30.349999999999966
1838,1118847505300,50.594,99.662,32.07000000000008
1838,1118847505400,50.641,103.04,33.78
1838,1118847505500,50.681,106.384,33.43999999999994
1838,1118847505600,50.722,109.718,33.34000000000003
1838,1118847505700,50.762,113.036,33.17999999999998
1838,1118847505800,50.803,116.366,33.29999999999998
1838,1118847505900,50.831,119.748,33.82000000000005
1838,1118847506000,50.886,123.197,34.48999999999998
1838,1118847506100,50.928,126.702,35.049999999999955
1838,1118847506200,50.971,130.235,35.330000000000155
1838,1118847506300,51.014,133.749,35.139999999999816
1838,1118847506400,51.094,137.197,34.480000000000075
1838,1118847506500,51.15,140.503,33.05999999999983
1838,1118847506600,51.173,143.695,31.920000000000073
1838,1118847506700,51.172,146.726,30.31000000000006
1838,1118847506800,51.208,149.707,29.809999999999945
1838,1118847506900,51.207,152.744,30.37000000000006
1838,1118847507000,51.248,155.907,31.63000000000011
1838,1118847507100,51.323,159.228,33.20999999999998
1838,1118847507200,51.364,162.514,32.860000000000014
1838,1118847507300,51.405,165.641,31.26999999999981
1838,1118847507400,51.453,168.738,30.970000000000084
1838,1118847507500,51.557,172.022,32.83999999999992
1838,1118847507600,51.65,175.425,34.0300000000002
1838,1118847507700,51.742,178.981,35.55999999999983
1838,1118847507800,51.834,182.484,35.03000000000014
1838,1118847507900,51.926,185.982,34.979999999999905
1838,1118847508000,52.018,189.48,34.979999999999905
1838,1118847508100,52.104,192.968,34.879999999999995
1838,1118847508200,52.213,196.458,34.90000000000009
1838,1118847508300,52.307,199.981,35.22999999999996
1838,1118847508400,52.345,203.571,35.900000000000034
1838,1118847508500,52.35,207.251,36.80000000000007
1838,1118847508600,52.312,211.007,37.56
1838,1118847508700,52.195,214.807,37.99999999999983
1838,1118847508800,52.095,218.621,38.140000000000214
1838,1118847508900,51.995,222.438,38.16999999999979
1838,1118847509000,51.894,226.253,38.14999999999998
1838,1118847509100,51.795,229.726,34.73000000000013
1838,1118847509200,51.691,233.02,32.94000000000011
1838,1118847509300,51.78,236.044,30.24000000000001
1838,1118847509400,51.845,239.046,30.01999999999981
1838,1118847509500,51.862,242.21,31.640000000000157
1838,1118847509600,52.027,245.581,33.70999999999981
1838,1118847509700,52.201,249.073,34.920000000000186
1838,1118847509800,52.366,252.691,36.17999999999995
1838,1118847509900,52.42,256.45,37.58999999999986
1838,1118847510000,52.402,260.344,38.940000000000055
1838,1118847510100,52.286,264.299,39.54999999999984
1838,1118847510200,52.179,268.278,39.79000000000042
1838,1118847510300,52.073,272.256,39.77999999999952
1838,1118847510400,51.966,276.236,39.80000000000018
1838,1118847510500,51.885,280.21,39.739999999999895
1838,1118847510600,51.758,284.142,39.320000000000164
1838,1118847510700,51.507,288.018,38.75999999999976
1838,1118847510800,51.204,291.874,38.560000000000514
1838,1118847510900,51.0,295.778,39.039999999999964
1838,1118847511000,50.911,299.767,39.88999999999976
1838,1118847511100,50.945,303.799,40.31999999999982
1838,1118847511200,50.955,307.82,40.21000000000015
1838,1118847511300,50.946,311.831,40.11000000000024
1838,1118847511400,50.92,315.881,40.499999999999545
1838,1118847511500,50.925,320.008,41.270000000000095
1838,1118847511600,50.915,324.161,41.5300000000002
1838,1118847511700,50.905,328.28,41.18999999999971
1838,1118847511800,50.88,332.39,41.100000000000136
1838,1118847511900,50.848,336.569,41.790000000000305
1838,1118847512000,50.876,340.915,43.460000000000036
1838,1118847512100,50.903,344.953,40.37999999999954
1838,1118847512200,50.871,348.902,39.49000000000012
1838,1118847512300,50.869,352.583,36.8100000000004
1838,1118847512400,50.912,356.57,39.86999999999966
1838,1118847512500,51.025,360.704,41.340000000000146
1838,1118847512600,51.161,365.104,43.99999999999977
1838,1118847512700,51.258,369.611,45.07000000000005
1838,1118847512800,51.355,374.125,45.1400000000001
1838,1118847512900,51.45,378.633,45.079999999999814
1838,1118847513000,51.547,383.144,45.11000000000024
1838,1118847513100,51.644,387.645,45.00999999999976
1838,1118847513200,51.754,392.091,44.460000000000264
1838,1118847513300,51.833,396.459,43.67999999999995
1838,1118847513400,51.925,400.788,43.29000000000008
1838,1118847513500,52.003,405.156,43.67999999999995
1838,1118847513600,52.113,409.604,44.47999999999979
1838,1118847513700,52.21,414.101,44.97000000000014
1838,1118847513800,52.307,418.6,44.99000000000024
1838,1118847513900,52.402,423.097,44.96999999999957
1838,1118847514000,52.487,427.632,45.35000000000025
1838,1118847514100,52.595,432.257,46.25
1838,1118847514200,52.675,436.996,47.38999999999976
1838,1118847514300,52.682,441.844,48.48000000000013
1838,1118847514400,52.591,446.803,49.59000000000003
1838,1118847514500,52.429,451.865,50.62000000000012
1838,1118847514600,52.189,457.0,51.34999999999991
1838,1118847514700,51.95,462.167,51.66999999999973
1838,1118847514800,51.71,467.33,51.63000000000011
1838,1118847514900,51.47,472.495,51.650000000000205
1838,1118847515000,51.23,477.673,51.77999999999997
1838,1118847515100,51.011,482.771,50.98000000000013
1838,1118847515200,50.869,487.61,48.389999999999986
1838,1118847515300,50.722,492.263,46.52999999999963
1838,1118847515400,50.651,496.691,44.27999999999997
1838,1118847515500,50.685,500.962,42.71000000000015
1838,1118847515600,50.831,505.433,44.710000000000036
1838,1118847515700,51.021,510.057,46.24000000000024
1838,1118847515800,51.208,514.758,47.01000000000022
1838,1118847515900,51.382,519.499,47.409999999999854
1838,1118847516000,51.554,524.27,47.70999999999958
1838,1118847516100,51.727,529.079,48.08999999999969
1838,1118847516200,51.906,533.896,48.17000000000007
1838,1118847516300,52.091,538.665,47.690000000000055
1838,1118847516400,52.251,543.381,47.16000000000008
1838,1118847516500,52.354,548.134,47.53000000000043
1838,1118847516600,52.528,553.023,48.8900000000001
1838,1118847516700,52.727,558.046,50.230000000000246
1838,1118847516800,52.808,563.135,50.88999999999942
1838,1118847516900,52.829,568.244,51.09000000000037
1838,1118847517000,52.896,573.373,51.29000000000019
1838,1118847517100,53.028,578.512,51.38999999999896
1838,1118847517200,53.122,583.622,51.100000000000136
1838,1118847517300,53.149,588.685,50.62999999999988
1838,1118847517400,53.204,593.74,50.55000000000064
1838,1118847517500,53.354,598.852,51.11999999999966
1838,1118847517600,53.581,604.032,51.80000000000064
1838,1118847517700,53.811,609.246,52.13999999999942
1838,1118847517800,54.031,614.46,52.140000000000555
1838,1118847517900,54.25,619.692,52.31999999999971
1838,1118847518000,54.47,624.883,51.91000000000031
1838,1118847518100,54.689,629.956,50.72999999999979
1838,1118847518200,54.978,634.921,49.65000000000032
1838,1118847518300,55.174,639.793,48.71999999999957
1838,1118847518400,55.332,644.616,48.22999999999979
1838,1118847518500,55.316,649.409,47.930000000000064
1390,1118847352200,29.1,36.962,40.0
1390,1118847352300,29.079,40.962,40.0
1390,1118847352400,29.059,44.962,40.0
1390,1118847352500,29.038,48.962,40.0
1390,1118847352600,29.018,52.962,40.0
1390,1118847352700,28.997,56.962,40.0
1390,1118847352800,28.976,60.962,40.0
1390,1118847352900,28.956,64.962,40.0
1390,1118847353000,28.935,68.962,40.0
1390,1118847353100,28.915,72.962,40.0
1390,1118847353200,28.894,76.961,39.98999999999995
1390,1118847353300,28.874,80.99,40.289999999999964
1390,1118847353400,28.853,84.964,39.74000000000004
1390,1118847353500,28.832,88.811,38.470000000000084
1390,1118847353600,28.813,92.605,37.93999999999997
1390,1118847353700,28.888,96.451,38.459999999999894
1390,1118847353800,28.923,100.452,40.01000000000005
1390,1118847353900,28.866,104.561,41.09000000000009
1390,1118847354000,28.725,108.705,41.43999999999991
1390,1118847354100,28.499,112.906,42.010000000000076
1390,1118847354200,28.181,117.149,42.42999999999995
1390,1118847354300,27.882,121.409,42.60000000000005
1390,1118847354400,27.584,125.666,42.56999999999991
1390,1118847354500,27.285,129.926,42.59999999999991
1390,1118847354600,26.988,134.197,42.71000000000015
1390,1118847354700,26.688,138.439,42.4199999999999
1390,1118847354800,26.456,142.602,41.63000000000011
1390,1118847354900,26.24,146.649,40.46999999999997
1390,1118847355000,26.082,150.602,39.53000000000003
1390,1118847355100,26.054,154.533,39.30999999999983
1390,1118847355200,26.116,158.514,39.81000000000023
1390,1118847355300,26.172,162.487,39.72999999999985
1390,1118847355400,26.22,166.385,38.97999999999996
1390,1118847355500,26.31,170.239,38.540000000000134
1390,1118847355600,26.415,174.128,38.889999999999816
1390,1118847355700,26.52,178.122,39.94000000000028
1390,1118847355800,26.626,182.153,40.309999999999775
1390,1118847355900,26.768,186.102,39.49000000000012
1390,1118847356000,26.884,189.907,38.05000000000007
1390,1118847356100,26.965,193.599,36.91999999999979
1390,1118847356200,27.02,197.148,35.490000000000066
1390,1118847356300,27.112,200.637,34.89000000000004
1390,1118847356400,27.204,204.12,34.83000000000004
1390,1118847356500,27.296,207.611,34.909999999999854
1390,1118847356600,27.388,211.096,34.850000000000136
1390,1118847356700,27.479,214.592,34.96000000000009
1390,1118847356800,27.56,218.142,35.49999999999983
1390,1118847356900,27.668,221.776,36.340000000000146
1390,1118847357000,27.765,225.487,37.10999999999984
1390,1118847357100,27.899,228.894,34.07000000000011
1390,1118847357200,27.991,232.17,32.75999999999982
1390,1118847357300,28.109,235.202,30.320000000000107
1390,1118847357400,28.326,238.237,30.349999999999966
1390,1118847357500,28.544,241.46,32.23000000000013
1390,1118847357600,28.794,244.794,33.34000000000003
1390,1118847357700,29.004,247.954,31.599999999999966
1390,1118847357800,29.164,251.002,30.480000000000018
1390,1118847357900,29.359,253.987,29.849999999999852
1390,1118847358000,29.555,256.964,29.77000000000004
1390,1118847358100,29.75,259.963,29.990000000000236
1390,1118847358200,29.957,262.972,30.089999999999577
1390,1118847358300,30.153,265.951,29.79000000000042
1390,1118847358400,30.297,268.857,29.06000000000006
1390,1118847358500,30.374,271.665,28.079999999999927
1390,1118847358600,30.4,274.398,27.33000000000004
1390,1118847358700,30.415,277.107,27.090000000000032
1390,1118847358800,30.441,279.826,27.18999999999994
1390,1118847358900,30.49,282.549,27.229999999999563
1390,1118847359000,30.493,285.24,26.91000000000031
1390,1118847359100,30.396,287.88,26.399999999999864
1390,1118847359200,30.261,290.499,26.190000000000282
1390,1118847359300,30.164,293.153,26.539999999999964
1390,1118847359400,30.169,295.853,26.999999999999886
1390,1118847359500,30.233,298.531,26.779999999999973
1390,1118847359600,30.35,301.069,25.38000000000011
1390,1118847359700,30.546,303.465,23.95999999999958
1390,1118847359800,30.784,305.722,22.57000000000005
1390,1118847359900,31.063,307.834,21.120000000000232
1390,1118847360000,31.215,309.827,19.92999999999995
1390,1118847360100,31.247,311.803,19.75999999999999
1390,1118847360200,31.213,313.802,19.990000000000236
1390,1118847360300,31.208,315.803,20.009999999999764
1390,1118847360400,31.218,317.764,19.610000000000127
1390,1118847360500,31.214,319.637,18.729999999999905
1390,1118847360600,31.195,321.433,17.959999999999923
1390,1118847360700,31.191,323.193,17.59999999999991
1390,1118847360800,31.187,324.933,17.40000000000009
1390,1118847360900,31.198,326.637,17.040000000000077
1390,1118847361000,31.194,328.264,16.270000000000095
1390,1118847361100,31.175,329.806,15.419999999999732
1390,1118847361200,31.172,331.302,14.960000000000377
1390,1118847361300,31.169,332.789,14.869999999999663
1390,1118847361400,31.165,334.284,14.950000000000045
1390,1118847361500,31.162,335.786,15.020000000000095
1390,1118847361600,31.158,337.285,14.990000000000236
1390,1118847361700,31.154,338.789,15.039999999999623
1390,1118847361800,31.15,340.305,15.160000000000196
1390,1118847361900,31.146,341.814,15.090000000000146
1390,1118847362000,31.183,343.263,14.489999999999554
1390,1118847362100,31.202,344.575,13.120000000000118
1390,1118847362200,31.152,345.737,11.620000000000346
1390,1118847362300,31.12,346.834,10.9699999999998
1390,1118847362400,31.071,348.043,12.090000000000032
1390,1118847362500,31.089,349.328,12.849999999999682
1390,1118847362600,31.126,350.554,12.259999999999991
1390,1118847362700,31.155,351.716,11.620000000000346
1390,1118847362800,31.169,352.877,11.610000000000014
1390,1118847362900,31.197,354.169,12.919999999999732
1390,1118847363000,31.211,355.58,14.110000000000014
1390,1118847363100,31.258,357.026,14.460000000000264
1390,1118847363200,31.29,358.528,15.020000000000095
1390,1118847363300,31.322,360.041,15.129999999999768
1390,1118847363400,31.354,361.547,15.060000000000286
1390,1118847363500,31.386,363.041,14.939999999999714
1390,1118847363600,31.418,364.524,14.830000000000041
1390,1118847363700,31.45,366.016,14.920000000000186
1390,1118847363800,31.443,367.568,15.51999999999964
1390,1118847363900,31.457,369.259,16.91000000000031
1390,1118847364000,31.518,371.066,18.069999999999595
1390,1118847364100,31.6,373.014,19.48000000000036
1390,1118847364200,31.643,375.022,20.079999999999814
1390,1118847364300,31.685,377.038,20.160000000000196
1390,1118847364400,31.729,379.042,20.039999999999623
1390,1118847364500,31.771,381.041,19.990000000000236
1390,1118847364600,31.814,383.037,19.95999999999981
1390,1118847364700,31.851,385.022,19.850000000000136
1390,1118847364800,31.919,387.022,20.0
1390,1118847364900,31.924,389.079,20.570000000000164
1390,1118847365000,31.857,391.235,21.56000000000006
1390,1118847365100,31.723,393.509,22.74000000000001
1390,1118847365200,31.511,395.885,23.759999999999764
1390,1118847365300,31.202,398.327,24.420000000000073
1390,1118847365400,30.904,400.794,24.669999999999845
1390,1118847365500,30.607,403.256,24.61999999999989
1390,1118847365600,30.309,405.717,24.610000000000127
1390,1118847365700,30.012,408.187,24.700000000000273
1390,1118847365800,29.701,410.641,24.540000000000077
1390,1118847365900,29.461,413.035,23.940000000000055
1390,1118847366000,29.275,415.331,22.959999999999923
1390,1118847366100,29.152,417.516,21.850000000000023
1390,1118847366200,29.099,419.596,20.79999999999984
1390,1118847366300,29.133,421.599,20.02999999999986
1390,1118847366400,29.181,423.583,19.840000000000373
1390,1118847366500,29.185,425.629,20.459999999999923
1390,1118847366600,29.21,427.821,21.920000000000073
1390,1118847366700,29.281,430.128,23.069999999999595
1390,1118847366800,29.374,432.575,24.470000000000027
1390,1118847366900,29.427,435.083,25.080000000000382
1390,1118847367000,29.482,437.599,25.159999999999627
169,1118847021200,54.076,44.65,35.0
169,1118847021300,54.055,48.649,39.99000000000002
169,1118847021400,54.038,52.149,35.0
169,1118847021500,54.019,55.649,35.0
169,1118847021600,54.002,59.149,35.0
169,1118847021700,53.983,62.649,35.0
169,1118847021800,53.966,66.149,35.0
169,1118847021900,53.947,69.649,35.0
169,1118847022000,53.93,73.149,35.0
169,1118847022100,53.911,76.649,35.0
169,1118847022200,53.893,80.149,35.0
169,1118847022300,53.875,83.704,35.549999999999926
169,1118847022400,53.856,87.105,34.010000000000105
169,1118847022500,53.839,90.368,32.62999999999991
169,1118847022600,53.845,93.498,31.300000000000097
169,1118847022700,53.888,96.761,32.62999999999991
169,1118847022800,53.93,100.162,34.010000000000105
169,1118847022900,53.974,103.716,35.53999999999988
169,1118847023000,54.015,107.216,35.0
169,1118847023100,54.059,110.716,35.0
169,1118847023200,54.101,114.216,35.0
169,1118847023300,54.144,117.715,34.990000000000094
169,1118847023400,54.186,121.215,35.0
169,1118847023500,54.229,124.715,35.0
169,1118847023600,54.271,128.217,35.020000000000095
169,1118847023700,54.314,131.712,34.94999999999976
169,1118847023800,54.356,135.194,34.81999999999999
169,1118847023900,54.399,138.684,34.90000000000009
169,1118847024000,54.404,142.232,35.48000000000002
169,1118847024100,54.434,145.924,36.92000000000007
169,1118847024200,54.498,149.728,38.04000000000002
169,1118847024300,54.6,153.677,39.48999999999984
169,1118847024400,54.668,157.736,40.589999999999975
169,1118847024500,54.631,161.706,39.69999999999999
169,1118847024600,54.499,165.497,37.91000000000025
169,1118847024700,54.303,169.216,37.18999999999994
169,1118847024800,54.066,173.051,38.349999999999795
169,1118847024900,53.854,177.035,39.84000000000009
169,1118847025000,53.643,181.136,41.00999999999999
169,1118847025100,53.431,185.186,40.500000000000114
169,1118847025200,53.219,189.247,40.61000000000007
169,1118847025300,53.008,193.322,40.749999999999886
169,1118847025400,52.81,197.364,40.420000000000016
169,1118847025500,52.688,201.24,38.76000000000005
169,1118847025600,52.555,204.986,37.45999999999981
169,1118847025700,52.44,208.578,35.92000000000013
169,1118847025800,52.416,212.043,34.650000000000034
169,1118847025900,52.492,215.554,35.10999999999996
169,1118847026000,52.623,219.167,36.129999999999995
169,1118847026100,52.72,222.831,36.63999999999987
169,1118847026200,52.816,226.484,36.5300000000002
169,1118847026300,52.903,229.827,33.42999999999989
169,1118847026400,52.996,233.028,32.009999999999934
169,1118847026500,53.166,236.145,31.170000000000186
169,1118847026600,53.333,239.6,34.54999999999984
169,1118847026700,53.437,243.308,37.079999999999984
169,1118847026800,53.499,247.371,40.630000000000166
169,1118847026900,53.483,251.613,42.4199999999999
169,1118847027000,53.461,255.888,42.75000000000006
169,1118847027100,53.438,260.156,42.68000000000001
169,1118847027200,53.417,264.416,42.59999999999991
169,1118847027300,53.395,268.679,42.62999999999977
169,1118847027400,53.386,272.946,42.67000000000053
169,1118847027500,53.352,277.21,42.63999999999953
169,1118847027600,53.294,281.437,42.27000000000032
169,1118847027700,53.151,285.592,41.54999999999973
169,1118847027800,52.893,289.669,40.76999999999998
169,1118847027900,52.639,293.718,40.49000000000035
169,1118847028000,52.459,297.814,40.960000000000036
169,1118847028100,52.4,301.978,41.63999999999987
169,1118847028200,52.404,306.163,41.85000000000002
169,1118847028300,52.389,310.305,41.41999999999996
169,1118847028400,52.366,314.37,40.64999999999998
169,1118847028500,52.357,318.381,40.10999999999967
169,1118847028600,52.349,322.374,39.93000000000052
169,1118847028700,52.34,326.363,39.88999999999976
169,1118847028800,52.33,330.348,39.850000000000136
169,1118847028900,52.322,334.347,39.98999999999967
169,1118847029000,52.296,338.401,40.540000000000305
169,1118847029100,52.302,342.605,42.04000000000008
169,1118847029200,52.292,346.572,39.669999999999845
169,1118847029300,52.282,350.43,38.58000000000004
169,1118847029400,52.331,354.083,36.5300000000002
169,1118847029500,52.398,358.025,39.419999999999504
169,1118847029600,52.526,362.083,40.580000000000496
169,1118847029700,52.621,366.442,43.589999999999804
169,1118847029800,52.712,370.751,43.08999999999969
169,1118847029900,52.803,375.007,42.56000000000029
169,1118847030000,52.894,379.229,42.2199999999998
169,1118847030100,52.985,383.47,42.41000000000042
169,1118847030200,53.061,387.762,42.91999999999973
169,1118847030300,53.155,392.136,43.74000000000024
169,1118847030400,53.265,396.594,44.5799999999997
169,1118847030500,53.362,401.097,45.02999999999986
169,1118847030600,53.453,405.603,45.06000000000029
169,1118847030700,53.566,410.098,44.950000000000045
169,1118847030800,53.68,414.608,45.09999999999991
169,1118847030900,53.728,419.163,45.55000000000007
169,1118847031000,53.729,423.777,46.13999999999976
169,1118847031100,53.675,428.444,46.6700000000003
169,1118847031200,53.558,433.142,46.97999999999979
169,1118847031300,53.459,437.853,47.11000000000013
169,1118847031400,53.359,442.56,47.069999999999936
169,1118847031500,53.26,447.262,47.01999999999998
169,1118847031600,53.161,451.96,46.97999999999979
169,1118847031700,53.052,456.654,46.94000000000017
169,1118847031800,52.951,461.361,47.069999999999936
169,1118847031900,52.898,466.116,47.549999999999955
169,1118847032000,52.913,470.942,48.26000000000022
169,1118847032100,52.986,475.835,48.92999999999972
169,1118847032200,53.076,480.809,49.740000000000464
169,1118847032300,53.158,485.677,48.67999999999995
169,1118847032400,53.238,490.383,47.059999999999604
169,1118847032500,53.348,494.99,46.07000000000028
169,1118847032600,53.502,499.691,47.00999999999965
169,1118847032700,53.655,504.548,48.57000000000028
169,1118847032800,53.81,509.518,49.699999999999704
169,1118847032900,53.964,514.44,49.22000000000082
169,1118847033000,54.117,519.363,49.23000000000002
169,1118847033100,54.272,524.286,49.22999999999888
169,1118847033200,54.426,529.208,49.220000000000255
169,1118847033300,54.579,534.131,49.23000000000002
169,1118847033400,54.734,539.054,49.23000000000002
169,1118847033500,54.888,543.979,49.25000000000068
